"","facility_id","latitude","longitude","ancscore"
"735",21015,19.70158,-72.63025,2
"736",21016,19.73833,-72.21316,1
"737",21017,18.83316,-72.86387,4
"738",21018,18.81935,-73.12273,3
"739",21019,19.83189,-72.76929,1
"740",21020,18.21483,-71.86351,3
"741",21021,18.2148,-71.8635,4
"742",21501,18.52563,-72.33228,3
"743",21502,18.52573,-72.33146,2
"744",21503,20.02508,-72.75292,4
"745",21504,18.57114,-72.25094,5
"746",21505,18.52779,-72.40971,2
"747",21506,18.44122,-72.41455,1
"748",21507,18.53324,-72.38543,6
"749",21508,18.54467,-72.32435,4
"750",21509,18.5217,-72.34448,NA
"751",21510,19.76155,-72.20238,2
"752",21511,18.50875,-72.62406,8
"753",21512,19.93479,-72.72503,4
"754",21513,18.29028,-73.63299,6
"755",21514,18.07388,-73.88394,3
"756",21515,18.51902,-74.35903,4
"757",22002,18.557,-72.24536,3
"758",22003,18.54028,-72.31278,8
"759",22004,18.55286,-72.33891,4
"760",22007,19.65164,-72.0832,5
"761",22008,19.90651,-72.8207,3
"762",22009,18.27216,-72.05222,4
"763",22010,18.28119,-72.10464,6
"764",22503,18.7337,-72.40379,2
"765",22504,18.56168,-72.34256,1
"766",22505,19.51463,-72.62217,1
"767",22506,18.53854,-72.41153,2
"768",22507,18.39399,-71.85692,1
"769",22508,18.30187,-73.65524,5
"770",23001,18.53305,-72.41243,3
"771",23002,18.52643,-72.35643,4
"772",23003,18.6346,-72.26206,3
"773",23004,18.53188,-72.41507,5
"774",23005,18.55061,-72.40534,3
"775",23006,18.82753,-72.10664,5
"776",23007,19.63465,-73.05607,7
"777",23008,19.6006,-72.95395,5
"778",23009,19.71731,-72.94541,5
"779",23010,19.53303,-72.24039,3
"780",23011,18.46423,-73.70026,1
"781",23012,18.83597,-72.11669,7
"782",23501,18.58821,-72.24675,6
"783",23502,18.51126,-72.27306,3
"784",23503,18.2535,-72.12222,3
"785",23504,18.58038,-72.32894,5
"786",23505,18.57012,-72.32292,5
"787",23506,18.5956,-72.31479,5
"788",23507,19.63617,-72.31113,2
"789",23508,19.64867,-72.28452,2
"790",23509,19.83105,-73.18715,3
"791",23510,19.81668,-73.23826,3
"792",23511,18.28263,-72.2046,3
"793",23512,18.29203,-72.16432,5
"794",24001,18.52021,-72.30637,5
"795",24002,18.53089,-72.36226,6
"796",24004,18.53606,-72.35705,1
"797",24005,18.53726,-72.32145,3
"798",24006,18.52173,-72.34435,1
"799",24007,18.55504,-72.34251,3
"800",24008,19.7301,-72.21983,1
"801",24010,18.75921,-72.13784,4
"802",24011,19.72528,-72.70264,1
"803",24012,19.72712,-72.18467,1
"804",24013,19.61685,-72.28625,4
"805",24014,18.26871,-72.57042,1
"806",24507,18.59068,-72.31917,6
"807",24508,18.54286,-72.30843,1
"808",24509,18.53689,-72.31815,1
"809",24510,18.52229,-72.37877,2
"810",24511,18.16222,-72.91446,3
"811",24512,18.20826,-72.90118,3
"812",24513,18.16237,-72.91403,2
"813",25001,18.61198,-72.24088,5
"814",25002,18.6334,-72.25396,3
"815",25003,18.65615,-72.25139,5
"816",25005,18.56646,-72.34947,3
"817",25006,18.56651,-72.35074,4
"818",25007,18.50882,-72.29053,2
"819",25008,18.81345,-72.50158,7
"820",25009,18.52382,-72.36604,3
"821",25010,18.37549,-72.58781,2
"822",25011,18.28295,-72.96949,2
"823",25501,18.55966,-72.24693,5
"824",25502,18.58151,-72.22539,2
"825",25503,18.55539,-72.1837,3
"826",25504,18.47748,-72.38964,7
"827",25505,18.53109,-72.36273,7
"828",25507,19.27029,-72.57496,3
"829",25508,19.22152,-72.39438,1
"830",25509,19.75873,-72.20029,2
"831",25510,19.75506,-72.20502,2
"832",25511,18.26305,-72.0019,3
"833",25512,18.10811,-73.70061,3
"834",26001,18.52408,-72.28443,5
"835",26003,18.5343,-72.24594,6
"836",26004,18.58331,-72.33833,3
"837",26005,18.58588,-72.31183,6
"838",26006,18.65042,-72.27113,3
"839",26007,18.65406,-72.2825,2
"840",26008,19.2707,-71.94081,4
"841",26009,19.56141,-71.78108,5
"842",26010,18.51275,-72.51075,1
"843",26011,18.49611,-72.53518,4
"844",26012,18.27734,-72.91573,3
"845",26013,18.35896,-73.63333,2
"846",26014,18.20107,-73.76049,0
"847",26015,18.47864,-73.85751,2
"848",26502,18.53493,-72.35011,0
"849",26503,18.53064,-72.41128,5
"850",26504,18.44578,-72.38038,1
"851",26505,18.53213,-72.38887,2
"852",26507,18.53481,-72.42601,2
"853",26508,18.54065,-72.42166,2
"854",26509,18.94235,-72.70016,3
"855",26512,19.33437,-72.47304,3
"856",26513,19.73786,-72.4272,2
"857",26514,19.70103,-73.14125,NA
"858",26515,18.20262,-71.81106,3
"859",26516,18.16332,-71.78617,3
"860",26517,18.228,-73.615,2
"861",26518,18.47847,-73.78251,2
"862",26519,18.54824,-72.57624,2
"863",27002,18.51483,-72.26736,2
"864",27003,18.51658,-72.28734,5
"865",27005,18.56674,-72.29472,5
"866",27006,18.53323,-72.3291,6
"867",27007,18.52597,-72.34765,5
"868",27008,18.5227,-72.33917,1
"869",27009,18.56659,-72.06616,4
"870",27010,19.66988,-71.75603,3
"871",27011,19.77377,-72.21114,6
"872",27012,18.83474,-72.87734,1
"873",27013,18.80807,-72.98143,1
"874",27014,18.22901,-72.52885,2
"875",27015,18.4395,-73.08051,7
"876",27501,18.5441,-72.31598,5
"877",27502,18.56887,-72.32261,5
"878",27503,18.56215,-72.32201,1
"879",27504,18.56966,-72.26568,6
"880",27505,18.55533,-72.29989,5
"881",27507,18.79559,-72.50749,1
"882",27508,19.08327,-72.12851,2
"883",27509,19.15744,-72.52936,1
"884",27510,19.73828,-72.21339,2
"885",27512,19.73121,-72.22008,1
"886",27513,19.74021,-72.21223,4
"887",28001,18.51183,-72.28534,6
"888",28002,18.52299,-72.34084,3
"889",28003,18.59754,-72.28455,5
"890",28004,18.51888,-72.23596,4
"891",28005,19.20564,-72.5,4
"892",28006,19.23567,-72.47328,2
"893",28007,18.54019,-72.61938,4
"894",28008,18.26235,-71.91557,4
"895",28009,18.27894,-71.87707,4
"896",28010,18.26013,-71.89443,1
"897",28011,18.52421,-74.33189,1
"898",28501,18.59496,-72.31188,7
"899",28502,18.58251,-72.30486,1
"900",28503,19.83129,-72.94053,4
"901",28504,18.80716,-72.26831,5
"902",28505,18.83092,-71.93568,5
"903",28506,18.85203,-71.91228,5
"904",28507,19.70317,-72.37497,1
"905",28508,19.61382,-72.25895,6
"906",28510,19.91995,-72.85216,2
"907",28511,19.89471,-72.85016,1
